,requirement_id,requirement,skill_id,skill
480,381,Appropriate selection and maintenance of CO2 sensors and monitoring equipment and systems,481,Maintenance of carbon dioxide (CO2) sensors and monitoring equipment
481,383,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",482,Keep up-to-date with changes to carbon capture and storage technology
482,383,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",483,"Stay informed about changes to carbon capture and storage regulations, standards, and codes"
483,384,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",484,Selection of power generation equipment for hydrogen blending
484,384,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",485,Design of power generation systems for hydrogen blending
485,384,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending",486,Maintenance of power generation systems for hydrogen blending
486,385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",487,Selection and design of vessels for hydrogen pressure and temperature variations
487,385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",488,Selection and design of compressors to withstand hydrogen pressure and temperatures
488,385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",489,Selection and design of piping systems and fittings for hydrogen conditions
489,385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",490,Selection and design of valves and seals for hydrogen conditions
490,385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",491,"Maintenance of vessels, compressors, piping systems, valves, and seals"
491,386,Modeling hydrogen-water-mineral interactions,492,"Understanding the interactions between hydrogen, water, and minerals"
492,386,Modeling hydrogen-water-mineral interactions,493,Application of modeling techniques to predict hydrogen-water-mineral interactions
493,387,"Well design and material choices based on understanding of long-term regulatory environment, CO2 injection stream properties, changes in CO2 pressure over lifetime of the well and potential corrosive elements",494,Understanding long-term regulatory environment and its impact on well design
494,387,"Well design and material choices based on understanding of long-term regulatory environment, CO2 injection stream properties, changes in CO2 pressure over lifetime of the well and potential corrosive elements",495,Selection of materials for well design considering carbon dioxide (CO2) injection properties and potential corrosive elements
495,387,"Well design and material choices based on understanding of long-term regulatory environment, CO2 injection stream properties, changes in CO2 pressure over lifetime of the well and potential corrosive elements",496,Design considerations for well based on changes in carbon dioxide (CO2) pressure over its lifetime
496,391,Understanding of CO2 compression and/or liquification processes,497,Understanding of carbon dioxide (CO2) compression processes
497,391,Understanding of CO2 compression and/or liquification processes,498,Understanding of carbon dioxide (CO2) liquification processes
498,392,Stay up to date on technology and options for hydrogen storage and monitoring,499,Stay up to date on hydrogen storage technologies
499,392,Stay up to date on technology and options for hydrogen storage and monitoring,500,Stay up to date on monitoring options for hydrogen storage
500,393,Knowledge of CO2 value-chains,501,Understanding the components of carbon dioxide (CO2) value-chains
501,393,Knowledge of CO2 value-chains,502,Application of carbon dioxide (CO2) value-chain knowledge in the industry
502,394,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,503,Selection of electrical and electronic equipment for SMR and/or ATR hydrogen production
503,394,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,504,Maintenance of electrical and electronic systems in SMR and/or ATR hydrogen production
504,395,Understanding of appropriate well completion solutions for hydrogen,505,Knowledge of well completion solutions tailored for hydrogen environments
505,395,Understanding of appropriate well completion solutions for hydrogen,506,Application of well completion techniques to ensure safe hydrogen extraction
506,396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",507,Selection and design of combustion systems to withstand hydrogen pressure and temperatures
507,396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",508,Selection and design of compression systems for hydrogen pressure and temperature variations
508,396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",509,Selection and design of pumping systems for hydrogen environments
509,396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",510,Selection and design of turbine systems to withstand hydrogen pressure and temperatures
510,396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",511,"Maintenance of combustion, compression, pumping, and turbine systems to ensure reliability under hydrogen conditions"
511,397,"Reservoir geochemistry, modeling CO2-water-mineral interactions",512,Understanding reservoir geochemistry related to carbon dioxide (CO2)-water-mineral interactions
512,397,"Reservoir geochemistry, modeling CO2-water-mineral interactions",513,Modeling carbon dioxide (CO2)-water-mineral interactions in reservoirs
513,398,Understanding of CO2 compression properties and processes,514,Understanding carbon dioxide (CO2) compression properties
514,398,Understanding of CO2 compression properties and processes,515,Understanding carbon dioxide (CO2) compression processes
515,399,"Migration modeling, zone selection and storage design",516,Migration modeling for carbon dioxide (CO2) storage
516,399,"Migration modeling, zone selection and storage design",517,Zone selection for carbon dioxide (CO2) storage
517,399,"Migration modeling, zone selection and storage design",518,Storage design for carbon dioxide (CO2)
518,400,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,519,Selection of key instrumentation for SMR and/or ATR hydrogen production plant
519,400,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,520,Maintenance of instrumentation systems in SMR and/or ATR hydrogen production plant
520,403,Understanding materials behaviour in liquid and high and low pressure CO2,521,Understanding materials behavior in liquid carbon dioxide (CO2)
521,403,Understanding materials behaviour in liquid and high and low pressure CO2,522,Understanding materials behavior in high-pressure carbon dioxide (CO2)
522,403,Understanding materials behaviour in liquid and high and low pressure CO2,523,Understanding materials behavior in low-pressure carbon dioxide (CO2)
523,405,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,524,Knowledge of stationary equipment required for pipeline transmission of liquid carbon dioxide (CO2)
524,405,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,525,Knowledge of stationary equipment required for pipeline transmission of gaseous carbon dioxide (CO2)
525,405,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,526,Knowledge of rotating equipment required for pipeline transmission of liquid carbon dioxide (CO2)
526,405,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,527,Knowledge of rotating equipment required for pipeline transmission of gaseous carbon dioxide (CO2)
527,406,Understanding of reservoir data as it relates to CO2 injection and storage,528,Understanding of reservoir data for carbon dioxide (CO2) injection
528,406,Understanding of reservoir data as it relates to CO2 injection and storage,529,Understanding of reservoir data for carbon dioxide (CO2) storage
529,408,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",530,Understanding of reservoir engineering fundamentals for carbon dioxide (CO2) injection
530,408,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",531,Understanding of well testing for carbon dioxide (CO2) injection
531,408,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",532,Understanding of pressure and rate transient analysis for carbon dioxide (CO2) injection
532,408,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",533,Understanding of fluid characterization for carbon dioxide (CO2) injection
533,409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",534,Knowledge of materials suitable for withstanding hydrogen pressure and temperatures
534,409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",535,Knowledge of equipment designed to withstand hydrogen pressure and temperatures
535,409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",536,Knowledge of components that can endure hydrogen pressure and temperatures
536,410,Understanding of measurement equipment and instrumentation associated with CO2 transmission,537,Understanding of measurement equipment used in carbon dioxide (CO2) transmission
537,410,Understanding of measurement equipment and instrumentation associated with CO2 transmission,538,Understanding of instrumentation used in carbon dioxide (CO2) transmission
538,411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",539,Selection and design of compression systems
539,411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",540,Selection and design of pumping systems
540,411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",541,Selection and design of turbine systems
541,411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",542,"Maintenance of compression, pumping, and turbine systems"
542,412,"Carbon properties, behaviour and potential hazards created",543,Understanding of carbon's physical and chemical properties
543,412,"Carbon properties, behaviour and potential hazards created",544,Awareness of potential hazards related to carbon
544,413,Materials selection including coatings for CO2 pipeline and related facilities,545,Selection of materials for carbon dioxide (CO2) pipelines
545,413,Materials selection including coatings for CO2 pipeline and related facilities,546,Application of coatings to protect carbon dioxide (CO2) pipelines
546,414,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",547,Selection and design of carbon capture equipment
547,414,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",548,Selection of materials for carbon capture systems
548,414,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",549,Application of coatings to protect carbon capture systems
549,414,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",550,Maintenance of carbon capture systems and materials
550,418,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",551,Understanding reservoir engineering fundamentals for carbon dioxide (CO2) injection
551,418,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",552,Understanding well testing and analysis for carbon dioxide (CO2) injection
552,418,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",553,Understanding pressure and rate transient analysis for carbon dioxide (CO2) injection
553,418,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",554,Understanding fluid characterization in carbon dioxide (CO2) injection contexts
554,421,Knowledge of appropriate CO2 material and coating selection,555,Knowledge of material selection for carbon dioxide (CO2) environments
555,421,Knowledge of appropriate CO2 material and coating selection,556,Knowledge of coating selection for carbon dioxide (CO2) environments
556,422,Understanding of properties and characteristics of CO2 in a liquid state,557,Understanding of the physical properties of carbon dioxide (CO2) in a liquid state
557,422,Understanding of properties and characteristics of CO2 in a liquid state,558,Understanding of the behavior of carbon dioxide (CO2) in a liquid state
558,423,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas and/or liquid composition",559,PVT characterization specific to sequestered gas and liquid composition
559,423,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas and/or liquid composition",560,Thermal/flow modeling for sequestered gas and liquid compositions
560,425,Advanced knowledge of legislation relating to hydrogen safety codes and standards,561,In-depth understanding of hydrogen safety legislation
561,425,Advanced knowledge of legislation relating to hydrogen safety codes and standards,562,Application of hydrogen safety codes and standards in operations
562,426,"Knowledge of CCS related regulations, standards and codes",563,Understanding of regulations and standards specific to Carbon Capture and Storage (CCS)
563,426,"Knowledge of CCS related regulations, standards and codes",564,Application of carbon capture and storage related codes in project implementation
564,427,Knowledge of CO2 value-chains,565,"Understanding of the carbon dioxide (CO2) value chain, including production, transportation, and storage"
565,427,Knowledge of CO2 value-chains,566,Application of carbon dioxide (CO2) value chain knowledge to optimize processes
566,428,Knowledge of carbon capture plant control systems and advanced control systems for process optimisation,567,Understanding control systems in carbon capture plants
567,428,Knowledge of carbon capture plant control systems and advanced control systems for process optimisation,568,Optimization of control systems for process efficiency in carbon capture
568,430,Maintenance of equipment and systems involved in carbon capture plant,569,Maintenance of equipment in carbon capture plants
569,430,Maintenance of equipment and systems involved in carbon capture plant,570,Monitoring and inspection of carbon capture systems for maintenance
570,431,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas composition",571,PVT characterization specific to sequestered gas
571,431,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas composition",572,Thermal and flow modeling for sequestered gas composition
572,432,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",573,Understanding of carbon capture and separation processes
573,432,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",574,Understanding of purification and liquefaction processes
574,432,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",575,Understanding of steam generation processes
575,433,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",576,Understanding of cavern engineering fundamentals for hydrogen injection
576,433,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",577,"Understanding of well testing, pressure and rate transient analysis"
577,433,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",578,Understanding of fluid characterization in cavern environments
578,435,Understanding of appropriate well completion solutions for CO2 given subsurface condition and need for long-term well integrity,579,Understanding of well completion solutions for carbon dioxide (CO2) based on subsurface conditions
579,435,Understanding of appropriate well completion solutions for CO2 given subsurface condition and need for long-term well integrity,580,Understanding of long-term well integrity in carbon dioxide (CO2) environments
580,436,Understanding of hydrogen production process using SMR and/or ATR,581,Understanding of hydrogen production process using Steam Methane Reforming (SMR)
581,436,Understanding of hydrogen production process using SMR and/or ATR,582,Understanding of hydrogen production process using Autothermal Reforming (ATR)
582,437,Understanding of reservoir data as it relates to hydrogen injection and storage,583,Understanding of reservoir data interpretation for hydrogen injection
583,437,Understanding of reservoir data as it relates to hydrogen injection and storage,584,Understanding of reservoir data for hydrogen storage efficiency
584,438,Knowledge of automated process systems and controls systems for SMR/ATR,585,Understanding of automated process systems for SMR/ATR
585,438,Knowledge of automated process systems and controls systems for SMR/ATR,586,Knowledge of control systems for optimizing SMR/ATR processes
586,440,Knowledge of electrical equipment and instrumentation systems required for pipeline transmission of liquid and/or gaseous CO2,587,Understanding of electrical equipment required for pipeline transmission of carbon dioxide (CO2)
587,440,Knowledge of electrical equipment and instrumentation systems required for pipeline transmission of liquid and/or gaseous CO2,588,Knowledge of instrumentation systems for monitoring carbon dioxide (CO2) pipeline transmission
588,443,Knowledge of SMR/ATR hydrogen production plant control systems and advanced control systems for process optimisation,589,Understanding of control systems used in SMR/ATR hydrogen production plants
589,443,Knowledge of SMR/ATR hydrogen production plant control systems and advanced control systems for process optimisation,590,Optimization of control systems in SMR/ATR hydrogen production processes
590,444,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",591,Selection and design of carbon dioxide (CO2) compression systems
591,444,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",592,Selection and design of turbine systems for carbon dioxide (CO2) environments
592,444,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",593,Maintenance of carbon dioxide (CO2) compression systems
593,444,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",594,Maintenance of turbine systems for carbon dioxide (CO2) environments
594,446,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",595,Selection and design of vessels for carbon dioxide (CO2) environments
595,446,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",596,Selection and design of piping systems and fittings for carbon dioxide (CO2) environments
596,446,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",597,Selection and design of cryogenic systems for carbon dioxide (CO2) storage
597,446,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",598,Selection and design of valves and seals for carbon dioxide (CO2) environments
598,446,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",599,"Maintenance of vessels, piping systems, cryogenic systems, valves, and seals"
599,448,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",600,Selection of appropriate materials for carbon dioxide (CO2) compression facility maintenance
600,448,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",601,Selection of appropriate coatings for carbon dioxide (CO2) compression facility maintenance
601,448,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",602,Selection of seals for carbon dioxide (CO2) compression facility maintenance
602,449,Understanding of properties and characteristics of CO2 in liquid and gas state,603,Understanding properties and characteristics of carbon dioxide (CO2) in a liquid state
603,449,Understanding of properties and characteristics of CO2 in liquid and gas state,604,Understanding properties and characteristics of carbon dioxide (CO2) in a gaseous state
604,450,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",605,Maintenance of vessels to withstand hydrogen pressure and temperatures
605,450,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",606,Maintenance of compressors to withstand hydrogen pressure and temperatures
606,450,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",607,Maintenance of piping systems and fittings under hydrogen conditions
607,450,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",608,Maintenance of valves and seals to withstand hydrogen pressure and temperatures
608,450,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",609,Maintenance of coatings and insulation to protect against hydrogen conditions
609,452,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",610,Understanding of measurement equipment and instrumentation for carbon capture processes
610,452,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",611,Understanding of measurement equipment and instrumentation for carbon separation and purification
611,452,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",612,Understanding of measurement equipment and instrumentation for carbon liquefication
612,453,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered CO2 composition",613,PVT characterization specific to sequestered carbon dioxide (CO2) composition
613,453,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered CO2 composition",614,Thermal/flow modeling specific to sequestered carbon dioxide (CO2) composition
614,454,Understanding of properties and characteristics of CO2 in a gas and liquid state,615,Understanding the properties and characteristics of carbon dioxide (CO2) in a gaseous state
615,454,Understanding of properties and characteristics of CO2 in a gas and liquid state,616,Understanding the properties and characteristics of carbon dioxide (CO2) in a liquid state
616,457,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",617,"Understanding of current environmental policy and regulatory frameworks in Canada, USA, and internationally"
617,457,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",618,"Understanding of evolving energy policy and regulatory frameworks in Canada, USA, and internationally"
618,457,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",619,"Understanding of climate change policy and its influence on hydrogen regulations in Canada, USA, and internationally"
619,457,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",620,"Understanding of the interplay between different policy areas (environmental, energy, climate change) and their impact on hydrogen"
620,458,Maintenance of equipment and systems involved in combined-cycle power generation using hydrogen blending,621,Maintenance of power generation equipment used in combined-cycle systems with hydrogen blending
621,458,Maintenance of equipment and systems involved in combined-cycle power generation using hydrogen blending,622,Maintenance of systems for hydrogen blending in combined-cycle power generation
622,459,Stay up to date on technology and options for CO2 monitoring,623,Stay up to date on carbon dioxide (CO2) monitoring technology
623,459,Stay up to date on technology and options for CO2 monitoring,624,Stay up to date on carbon dioxide (CO2) monitoring options
624,460,Understanding of measurement equipment and instrumentation associated with permanent underground storage of CO2,625,Understanding measurement equipment for carbon dioxide (CO2) storage
625,460,Understanding of measurement equipment and instrumentation associated with permanent underground storage of CO2,626,Understanding instrumentation techniques for permanent carbon dioxide (CO2) storage
626,461,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",627,Knowledge of sustainability and ESG expectations
627,461,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",628,Understanding of climate issues and science related to hydrogen
628,461,"Expert knowledge of sustainability and ESG, expectations, climate issues, climate science and targets",629,Knowledge of climate targets and their implications for hydrogen
629,462,Knowledge of hydrogen technologies and value proposition as it relates to ESG factors,630,Understanding of hydrogen technologies in relation to ESG factors
630,462,Knowledge of hydrogen technologies and value proposition as it relates to ESG factors,631,Knowledge of the value proposition of hydrogen in the context of ESG
631,463,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",632,Well design based on understanding of hydrogen injection stream properties
632,463,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",633,Material choices based on understanding of potential corrosive elements
633,463,"Well design and material choices based on understanding of regulatory environment, hydrogen injection stream properties, changes in hydrogen pressure over time, and potential corrosive elements",634,Well design considerations based on regulatory environment and pressure changes over time
634,464,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",635,Knowledge of key instrumentation associated with carbon capture
635,464,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",636,Knowledge of electrical equipment associated with carbon capture
636,464,"Knowledge of key instrumentation and electrical equipment and systems associated with carbon capture, separation, purification, and liquefaction",637,"Knowledge of systems used in carbon separation, purification, and liquefaction processes"
637,465,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,638,Knowledge of key instrumentation associated with SMR and ATR production plants
638,465,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,639,Knowledge of electrical equipment associated with SMR and ATR production plants
639,465,Knowledge of key instrumentation and electrical equipment and systems associated with SMR and/or ATR production plants,640,Knowledge of systems used in SMR and ATR hydrogen production processes
640,466,"Knowledge of hydrogen technologies and value proposition re: environment, climate change, etc.",641,Knowledge of hydrogen technologies
641,466,"Knowledge of hydrogen technologies and value proposition re: environment, climate change, etc.",642,Understanding the environmental benefits of hydrogen technologies
642,466,"Knowledge of hydrogen technologies and value proposition re: environment, climate change, etc.",643,Understanding the climate change implications of hydrogen technologies
643,467,"Appropriate selection, design and maintenance of compression, turbine systems and equipment for hydrogen",644,Selection of compression systems to withstand hydrogen conditions
644,467,"Appropriate selection, design and maintenance of compression, turbine systems and equipment for hydrogen",645,Design of compression systems to operate under hydrogen pressure and temperature
645,467,"Appropriate selection, design and maintenance of compression, turbine systems and equipment for hydrogen",646,Selection of turbine systems suitable for hydrogen applications
646,467,"Appropriate selection, design and maintenance of compression, turbine systems and equipment for hydrogen",647,Maintenance of compression systems in hydrogen environments
647,467,"Appropriate selection, design and maintenance of compression, turbine systems and equipment for hydrogen",648,Maintenance of turbine systems to ensure reliability under hydrogen conditions
