skill_id,skill,Cluster_Threshold_0.5,Cluster_Threshold_1.0,Cluster_Threshold_1.5,Cluster_Threshold_2.0,Cluster_Threshold_2.5,Cluster_Threshold_3.0,Cluster_Threshold_3.5,Cluster_Threshold_4.0,Cluster_Threshold_4.5,Cluster_Threshold_5.0,Cluster_Threshold_5.5,Cluster_Threshold_6.0,Cluster_Threshold_6.5,Cluster_Threshold_7.0,Cluster_Threshold_7.5,Cluster_Threshold_8.0,Cluster_Threshold_8.5,Cluster_Threshold_9.0,Cluster_Threshold_9.5,Cluster_Threshold_10.0
428,Knowledge of instrumentation systems for CO2 pipeline transmission,316,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
429,Knowledge of electrical systems required for CO2 pipeline transmission,317,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
430,Knowledge of systems for CO2 compression and liquefaction,373,131,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
431,Understanding the physical properties of CO2 in its gaseous state,363,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
432,Understanding the physical properties of CO2 in its liquid state,359,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
433,Knowledge of CO2 behavior in different states,361,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
434,Selection of key electrical equipment for carbon capture technology,308,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
435,Maintenance of electrical systems in carbon capture plants,307,106,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
436,Integration of electrical systems within carbon capture technology,310,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
437,Selection of materials for CO2 pump facility equipment,334,115,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
438,Selection of coatings for corrosion protection in CO2 pump systems,319,109,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
439,Selection of seals for CO2 pump systems to ensure system integrity,325,112,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
440,Selection and design of vessels to withstand hydrogen pressure and temperature variations,143,47,19,11,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
441,Selection and design of compressors to handle hydrogen pressure and temperature extremes,113,36,13,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
442,Selection and design of piping systems and fittings for hydrogen conditions,117,39,15,8,7,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
443,Selection and design of valves and seals to maintain integrity under hydrogen conditions,127,43,17,9,8,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
444,"Maintenance of vessels, compressors, piping systems, valves, and seals to ensure reliability under hydrogen conditions",283,97,42,24,15,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
445,Maintenance of equipment in Steam Methane Reforming (SMR) hydrogen production,163,56,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
446,Maintenance of equipment in Autothermal Reforming (ATR) hydrogen production,165,57,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
447,Understanding of Steam Methane Reforming (SMR) process for hydrogen production,163,56,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
448,Understanding of Autothermal Reforming (ATR) process for hydrogen production,164,57,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
449,Understanding of the properties of CO2 in a gaseous state,363,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
450,Understanding the behavior of CO2 under different conditions in a gaseous state,364,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
451,Understanding of automated process systems used in carbon capture,292,101,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
452,Knowledge of control systems specific to carbon capture processes,294,102,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
453,Keep up-to-date with advancements in CO2 storage technology,343,118,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
454,Stay informed on CO2 monitoring techniques and options,338,116,48,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
455,Understanding of CO2 properties and behavior in various states,362,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
456,Identification of potential hazards related to CO2,369,128,54,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
457,Selection of key instrumentation equipment for carbon capture technology,300,104,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
458,Maintenance of key instrumentation systems in carbon capture plants,302,104,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
459,Understanding the principles of CO2 compression,372,130,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
460,Application of CO2 compression techniques in industrial settings,330,114,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
461,Understanding the components of hydrogen gas value-chains,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,Analyzing the economic impact of hydrogen value-chains,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,Understanding carbon capture processes,290,100,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
464,Understanding separation and purification techniques in carbon capture,291,100,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
465,Understanding liquefaction processes in carbon capture,287,99,43,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
466,Selection and design of electrolyzers to withstand hydrogen pressure and temperature variations,190,66,27,17,12,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
467,Selection and design of vessels for hydrogen pressure and temperature variations,144,47,19,11,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
468,Selection and design of compressors for hydrogen environments,112,36,13,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
469,Selection and design of piping systems and fittings for hydrogen conditions,117,39,15,8,7,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
470,Selection and design of valves and seals to withstand hydrogen pressure and temperatures,126,43,17,9,8,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
471,"Maintenance of electrolyzers, vessels, compressors, piping systems, valves, and seals",284,97,42,24,15,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
472,Understanding hydrogen's chemical properties,10,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,Knowledge of hydrogen's interaction with other materials,196,68,28,18,12,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
474,Understanding hydrogen's property risks including flammability and explosive hazards,33,13,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,Knowledge of how CO2 interacts with different materials under high pressure,376,132,56,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
476,Understanding the impact of high-pressure CO2 on material durability and integrity,377,132,56,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
477,Understanding of automated process systems in CO2 pipeline transmission,293,101,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
478,Knowledge of control systems for CO2 pipeline transmission,318,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
479,Understanding of carbon capture process,290,100,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
480,Selection of CO2 sensors for monitoring equipment and systems,335,116,48,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
481,Maintenance of CO2 sensors and monitoring equipment,336,116,48,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
482,Keep up-to-date with changes to CCS technology,430,154,65,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
483,"Stay informed about changes to CCS regulations, standards, and codes",431,154,65,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
484,Selection of power generation equipment for hydrogen blending,76,25,8,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
485,Design of power generation systems for hydrogen blending,77,25,8,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
486,Maintenance of power generation systems for hydrogen blending,73,25,8,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
487,Selection and design of vessels for hydrogen pressure and temperature variations,144,47,19,11,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
488,Selection and design of compressors to withstand hydrogen pressure and temperatures,113,36,13,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
489,Selection and design of piping systems and fittings for hydrogen conditions,117,39,15,8,7,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
490,Selection and design of valves and seals for hydrogen conditions,127,43,17,9,8,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
491,"Maintenance of vessels, compressors, piping systems, valves, and seals",421,151,63,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
492,"Understanding the interactions between hydrogen, water, and minerals",8,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,Application of modeling techniques to predict hydrogen-water-mineral interactions,9,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,Understanding long-term regulatory environment and its impact on well design,415,147,62,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
495,Selection of materials for well design considering CO2 injection properties and potential corrosive elements,352,121,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
496,Design considerations for well based on changes in CO2 pressure over its lifetime,353,121,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
497,Understanding of CO2 compression processes,372,130,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
498,Understanding of CO2 liquification processes,374,131,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
499,Stay up to date on hydrogen storage technologies,203,70,29,18,12,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
500,Stay up to date on monitoring options for hydrogen storage,204,70,29,18,12,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
501,Understanding the components of CO2 value-chains,365,127,53,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
502,Application of CO2 value-chain knowledge in the industry,367,127,53,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
503,Selection of electrical and electronic equipment for SMR and/or ATR hydrogen production,171,59,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
504,Maintenance of electrical and electronic systems in SMR and/or ATR hydrogen production,172,59,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
505,Knowledge of well completion solutions tailored for hydrogen environments,254,90,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
506,Application of well completion techniques to ensure safe hydrogen extraction,255,90,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
507,Selection and design of combustion systems to withstand hydrogen pressure and temperatures,97,31,11,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
508,Selection and design of compression systems for hydrogen pressure and temperature variations,110,34,12,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
509,Selection and design of pumping systems for hydrogen environments,248,86,36,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
510,Selection and design of turbine systems to withstand hydrogen pressure and temperatures,261,92,39,23,14,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
511,"Maintenance of combustion, compression, pumping, and turbine systems to ensure reliability under hydrogen conditions",259,91,38,23,14,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
512,Understanding reservoir geochemistry related to CO2-water-mineral interactions,348,119,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
513,Modeling CO2-water-mineral interactions in reservoirs,349,119,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
514,Understanding CO2 compression properties,372,130,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
515,Understanding CO2 compression processes,372,130,55,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
516,Migration modeling for CO2 storage,346,118,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
517,Zone selection for CO2 storage,347,118,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
518,Storage design for CO2,344,118,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
519,Selection of key instrumentation for SMR and/or ATR hydrogen production plant,169,59,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
520,Maintenance of instrumentation systems in SMR and/or ATR hydrogen production plant,170,59,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
521,Understanding materials behavior in liquid CO2,360,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
522,Understanding materials behavior in high-pressure CO2,375,132,56,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
523,Understanding materials behavior in low-pressure CO2,375,132,56,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
524,Knowledge of stationary equipment required for pipeline transmission of liquid CO2,314,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
525,Knowledge of stationary equipment required for pipeline transmission of gaseous CO2,314,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
526,Knowledge of rotating equipment required for pipeline transmission of liquid CO2,315,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
527,Knowledge of rotating equipment required for pipeline transmission of gaseous CO2,315,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
528,Understanding of reservoir data for CO2 injection,351,120,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
529,Understanding of reservoir data for CO2 storage,351,120,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
530,Understanding of reservoir engineering fundamentals for CO2 injection,350,120,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
531,Understanding of well testing for CO2 injection,356,122,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
532,Understanding of pressure and rate transient analysis for CO2 injection,357,123,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
533,Understanding of fluid characterization for CO2 injection,358,124,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
534,Knowledge of materials suitable for withstanding hydrogen pressure and temperatures,132,45,18,10,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
535,Knowledge of equipment designed to withstand hydrogen pressure and temperatures,135,45,18,10,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
536,Knowledge of components that can endure hydrogen pressure and temperatures,138,45,18,10,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
537,Understanding of measurement equipment used in CO2 transmission,339,117,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
538,Understanding of instrumentation used in CO2 transmission,341,117,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
539,Selection and design of compression systems,111,35,12,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
540,Selection and design of pumping systems,249,87,36,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
541,Selection and design of turbine systems,264,92,39,23,14,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
542,"Maintenance of compression, pumping, and turbine systems",425,152,63,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
543,Understanding of carbon's physical and chemical properties,371,129,54,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
544,Awareness of potential hazards related to carbon,370,128,54,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
545,Selection of materials for CO2 pipelines,321,110,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
546,Application of coatings to protect CO2 pipelines,320,109,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
547,Selection and design of carbon capture equipment,311,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
548,Selection of materials for carbon capture systems,312,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
549,Application of coatings to protect carbon capture systems,313,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
550,Maintenance of carbon capture systems and materials,304,106,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
551,Understanding reservoir engineering fundamentals for CO2 injection,350,120,50,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
552,Understanding well testing and analysis for CO2 injection,356,122,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
553,Understanding pressure and rate transient analysis for CO2 injection,357,123,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
554,Understanding fluid characterization in CO2 injection contexts,358,124,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
555,Knowledge of material selection for CO2 environments,323,111,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
556,Knowledge of coating selection for CO2 environments,324,111,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
557,Understanding of the physical properties of CO2 in a liquid state,359,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
558,Understanding of the behavior of CO2 in a liquid state,359,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
559,PVT characterization specific to sequestered gas and liquid composition,464,175,75,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
560,Thermal/flow modeling for sequestered gas and liquid compositions,466,176,76,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
561,In-depth understanding of hydrogen safety legislation,37,14,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,Application of hydrogen safety codes and standards in operations,38,14,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
563,Understanding of regulations and standards specific to Carbon Capture and Storage (CCS),303,105,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
564,Application of CCS-related codes in project implementation,432,155,65,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
565,"Understanding of the CO2 value chain, including production, transportation, and storage",366,127,53,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
566,Application of CO2 value chain knowledge to optimize processes,368,127,53,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
567,Understanding control systems in carbon capture plants,295,102,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
568,Optimization of control systems for process efficiency in carbon capture,296,102,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
569,Maintenance of equipment in carbon capture plants,305,106,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
570,Monitoring and inspection of carbon capture systems for maintenance,306,106,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
571,PVT characterization specific to sequestered gas,464,175,75,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
572,Thermal and flow modeling for sequestered gas composition,466,176,76,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
573,Understanding of carbon capture and separation processes,291,100,44,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
574,Understanding of purification and liquefaction processes,289,99,43,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
575,Understanding of steam generation processes,461,172,73,40,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
576,Understanding of cavern engineering fundamentals for hydrogen injection,250,88,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
577,"Understanding of well testing, pressure and rate transient analysis",418,148,62,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
578,Understanding of fluid characterization in cavern environments,251,88,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
579,Understanding of well completion solutions for CO2 based on subsurface conditions,354,121,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
580,Understanding of long-term well integrity in CO2 environments,355,121,51,29,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
581,Understanding of hydrogen production process using Steam Methane Reforming (SMR),163,56,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
582,Understanding of hydrogen production process using Autothermal Reforming (ATR),164,57,23,14,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
583,Understanding of reservoir data interpretation for hydrogen injection,252,89,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
584,Understanding of reservoir data for hydrogen storage efficiency,253,89,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
585,Understanding of automated process systems for SMR/ATR,175,61,25,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
586,Knowledge of control systems for optimizing SMR/ATR processes,176,61,25,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
587,Understanding of electrical equipment required for pipeline transmission of CO2,317,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
588,Knowledge of instrumentation systems for monitoring CO2 pipeline transmission,316,108,46,26,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
589,Understanding of control systems used in SMR/ATR hydrogen production plants,166,58,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
590,Optimization of control systems in SMR/ATR hydrogen production processes,167,58,24,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
591,Selection and design of CO2 compression systems,330,114,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
592,Selection and design of turbine systems for CO2 environments,328,113,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
593,Maintenance of CO2 compression systems,331,114,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
594,Maintenance of turbine systems for CO2 environments,329,113,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
595,Selection and design of vessels for CO2 environments,146,48,19,11,9,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1
596,Selection and design of piping systems and fittings for CO2 environments,322,110,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
597,Selection and design of cryogenic systems for CO2 storage,345,118,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
598,Selection and design of valves and seals for CO2 environments,327,112,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
599,"Maintenance of vessels, piping systems, cryogenic systems, valves, and seals",421,151,63,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
600,Selection of appropriate materials for CO2 compression facility maintenance,332,115,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
601,Selection of appropriate coatings for CO2 compression facility maintenance,333,115,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
602,Selection of seals for CO2 compression facility maintenance,326,112,47,27,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
603,Understanding properties and characteristics of CO2 in a liquid state,359,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
604,Understanding properties and characteristics of CO2 in a gaseous state,363,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
605,Maintenance of vessels to withstand hydrogen pressure and temperatures,276,95,41,24,15,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
606,Maintenance of compressors to withstand hydrogen pressure and temperatures,114,37,14,7,6,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
607,Maintenance of piping systems and fittings under hydrogen conditions,285,98,42,24,15,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
608,Maintenance of valves and seals to withstand hydrogen pressure and temperatures,282,97,42,24,15,8,6,5,3,2,1,1,1,1,1,1,1,1,1,1
609,Maintenance of coatings and insulation to protect against hydrogen conditions,157,54,22,13,10,5,5,4,3,2,1,1,1,1,1,1,1,1,1,1
610,Understanding of measurement equipment and instrumentation for carbon capture processes,297,103,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
611,Understanding of measurement equipment and instrumentation for carbon separation and purification,298,103,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
612,Understanding of measurement equipment and instrumentation for carbon liquefication,299,103,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
613,PVT characterization specific to sequestered CO2 composition,465,175,75,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
614,Thermal/flow modeling specific to sequestered CO2 composition,467,176,76,41,25,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
615,Understanding the properties and characteristics of CO2 in a gaseous state,363,126,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
616,Understanding the properties and characteristics of CO2 in a liquid state,359,125,52,30,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
617,"Understanding of current environmental policy and regulatory frameworks in Canada, USA, and internationally",427,153,64,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
618,"Understanding of evolving energy policy and regulatory frameworks in Canada, USA, and internationally",428,153,64,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
619,"Understanding of climate change policy and its influence on hydrogen regulations in Canada, USA, and internationally",429,153,64,37,23,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
620,"Understanding of the interplay between different policy areas (environmental, energy, climate change) and their impact on hydrogen",22,8,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
621,Maintenance of power generation equipment used in combined-cycle systems with hydrogen blending,72,25,8,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
622,Maintenance of systems for hydrogen blending in combined-cycle power generation,72,25,8,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
623,Stay up to date on CO2 monitoring technology,337,116,48,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
624,Stay up to date on CO2 monitoring options,337,116,48,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
625,Understanding measurement equipment for CO2 storage,340,117,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
626,Understanding instrumentation techniques for permanent CO2 storage,342,117,49,28,17,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
627,Knowledge of sustainability and ESG expectations,18,7,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,Understanding of climate issues and science related to hydrogen,20,8,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,Knowledge of climate targets and their implications for hydrogen,21,8,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,Understanding of hydrogen technologies in relation to ESG factors,16,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,Knowledge of the value proposition of hydrogen in the context of ESG,17,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,Well design based on understanding of hydrogen injection stream properties,256,90,37,22,13,7,6,5,3,2,1,1,1,1,1,1,1,1,1,1
633,Material choices based on understanding of potential corrosive elements,379,134,56,31,18,10,8,7,4,3,2,2,2,2,2,2,2,2,2,1
634,Well design considerations based on regulatory environment and pressure changes over time,416,147,62,36,22,14,10,9,5,4,3,3,2,2,2,2,2,2,2,1
635,Knowledge of key instrumentation associated with carbon capture,301,104,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
636,Knowledge of electrical equipment associated with carbon capture,309,107,45,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
637,"Knowledge of systems used in carbon separation, purification, and liquefaction processes",288,99,43,25,16,9,7,6,4,3,2,2,2,2,2,2,2,2,2,1
638,Knowledge of key instrumentation associated with SMR and ATR production plants,173,60,25,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
639,Knowledge of electrical equipment associated with SMR and ATR production plants,174,60,25,15,11,6,6,5,3,2,1,1,1,1,1,1,1,1,1,1
