requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
285,"Maintenance of vessels, compressors, piping systems and fitting, valves etc. to withstand hydrogen pressure and temperatures",18,Maintenance trade - Mechanical,Production,PEM,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
285,"Maintenance of vessels, compressors, piping systems and fitting, valves etc. to withstand hydrogen pressure and temperatures",37,Maintenance trade - Mechanical,Production,SMR / ATR,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
289,Knowledge of key high power electrical equipment and interconnection applications associated with renewable electricity powered electrolyzer produced hydrogen,7,Renewable power interconnection specialist,Production,PEM,Bachelor's Degree: Electrical Engineering Experience with renewable energy is preferrable including knowledge of associated codes and standards.
291,"Appropriate selection, design and maintenance of hydrogen fuel tanks, piping systems and fitting, valves and seals to withstand hydrogen pressure (high/low) and temperatures (hot/cold)",138,Dual fuel heavy duty mechanic,End Use,Transport,Certificate of Qualification in Heavy duty mechanic • Registered apprentice Additional certifications are assets: • Truck & Transport certification • Commercial Vehicle Inspection Program (CVIP) license Training on retrofitting diesel vehicles with hydrogen dual fuel kits and ongoing maintenance • Gasfitter may be required to converting vehicles to hydrogen dual fuel system
292,Appropriate selection and maintenance of electrical equipment and instrumentation systems required for hydrogen,101,Maintenance trade - Electrical & Instrumentation,Storage,Underground,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering A valid driver's license + clean abstract
294,Maintenance of equipment and systems involved in hydrogen production using PEM electrolyzer,20,Plant manager,Production,PEM,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
295,"Appropriate selection, design and maintenance of hydrogen compression, turbine systems and equipment",105,Compression specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
295,"Appropriate selection, design and maintenance of hydrogen compression, turbine systems and equipment",100,Compression specialist,Storage,Underground,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
296,"Selection, calibration and maintenance of key instrumentation equipment and systems associated with power generation using hydrogen blending",185,Maintenance trade - Instrumentation & controls,End Use,Power Generation,Certificate of Qualification in Instrumentation technician • Registered apprentice
297,Knowledge of hydrogen value- chains,103,Measurement specialist,Storage,Underground,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
297,Knowledge of hydrogen value- chains,79,Measurement specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
298,"Knowledge of hydrogen production, distribution, and dispensing technology",139,Fleet manager,End Use,Transport,"Multiple pathways to this career: • Certificate of Qualification in Heavy duty mechanic • Service manager with experience in overseeing a preventative and repair program • Experience with asset management • Supply chain or logistics designation Valid driver's license, + clean abstract Experience in transportation or logistics"
300,Understanding of cryogenic and gaseous hydrogen storage and delivery systems,151,Process control engineer,End Use,Fueling Station,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
300,Understanding of cryogenic and gaseous hydrogen storage and delivery systems,152,Process engineer,End Use,Fueling Station,Bachelor's degree: Chemical or Mechanical Engineering
302,Knowledge of key high power electrical equipment associated with electrolyzer produced hydrogen,3,Electrical engineer,Production,PEM,Bachelor's Degree: Electrical Engineering Experience with renewable energy is preferrable including knowledge of associated codes and standards.
305,Understanding of combined- cycle power generation using hydrogen blending,179,Process control engineer,End Use,Power Generation,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
305,Understanding of combined- cycle power generation using hydrogen blending,187,Plant manager,End Use,Power Generation,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
305,Understanding of combined- cycle power generation using hydrogen blending,182,Control room operator,End Use,Power Generation,Typically an experienced plant operator. Power Engineer or Stationary Engineer Certificate of Qualification
305,Understanding of combined- cycle power generation using hydrogen blending,180,Process engineer,End Use,Power Generation,"Bachelor's Degree: Chemical, Electrical, Mechanical or Process Engineering"
307,"Knowledge of environmental laws, regulations and practices pertaining to hydrogen and related infrastructure and operations",221,Environmental specialist,Cross Value Chain,Various,"Bachelor's Degree: Environmental Sciences, Geography, Resource Management, Public Policy"
310,Knowledge of automated process systems and controls systems associated with power generation using hydrogen blending,166,Automation & controls specialist,End Use,Power Generation,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
315,Comprehensive understanding of aspects of installation and testing procedures that are different due to the nature of hydrogen,164,"Gasfitter (also known as: Gas technician, Customer service technician, Gas Servicer)",End Use,Heating,"Certification of Qualification: Gasfitter • Registered apprentice There are two types : • Gasfitter 1st Class: works on all equipment • Gasfitter 2nd Class: works on equipment with less than 400,000 BTUs (British thermal units) Valid driver's license + clean abstract Welding experience/credentials are considered an asset"
315,Comprehensive understanding of aspects of installation and testing procedures that are different due to the nature of hydrogen,170,Utility services technician,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
315,Comprehensive understanding of aspects of installation and testing procedures that are different due to the nature of hydrogen,167,Utility inspector,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
315,Comprehensive understanding of aspects of installation and testing procedures that are different due to the nature of hydrogen,162,Hydrogen integration specialist,End Use,Heating,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen"
315,Comprehensive understanding of aspects of installation and testing procedures that are different due to the nature of hydrogen,165,"HVAC technician (also known as: Refrigeration and Air Conditioning Mechanic, HVAC-R technician)",End Use,Heating,Certification of Qualification: Refrigeration and Air Conditioning Mechanic • Registered apprentice Valid driver's license + clean abstract
324,"Advanced knowledge of regulatory systems, standards and policy related to hydrogen",225,Health & safety advisor,Cross Value Chain,Various,Post-secondary training in occupational health & safety Additional certifications that may be beneficial: • Canadian Registered Safety Professional (CRSP) • National Construction Safety Officer (NCSO) • Qualified Health & Safety Officer (QHSO) • Joint Health & Safety Committee (JHSC) training
336,Appropriate selection and maintenance of compression and turbine systems and equipment to withstand hydrogen pressure,115,Station operator - Compression,Transport,Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering A valid driver's license + clean abstract"
344,Optimise rectification arrangement for electrolyser plants,3,Electrical engineer,Production,PEM,Bachelor's Degree: Electrical Engineering Experience with renewable energy is preferrable including knowledge of associated codes and standards.
348,Safety when working with or around hydrogen,29,Process control engineer,Production,SMR / ATR,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,1,Automation & controls specialist,Production,PEM,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Technology Diploma: Instrumentation or Automation Engineering"
348,Safety when working with or around hydrogen,2,Chemical/Process engineer,Production,PEM,Bachelor's Degree: Chemical or Process Engineering or Electrochemistry
348,Safety when working with or around hydrogen,3,Electrical engineer,Production,PEM,Bachelor's Degree: Electrical Engineering Experience with renewable energy is preferrable including knowledge of associated codes and standards.
348,Safety when working with or around hydrogen,4,Electrical & instrumentation engineer,Production,PEM,Bachelor's Degree: Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,5,Facility engineer,Production,PEM,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
348,Safety when working with or around hydrogen,6,Measurement specialist,Production,PEM,"Multiple pathways to this career: • Bachelor's Degree: Chemical,  Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
348,Safety when working with or around hydrogen,7,Renewable power interconnection specialist,Production,PEM,Bachelor's Degree: Electrical Engineering Experience with renewable energy is preferrable including knowledge of associated codes and standards.
348,Safety when working with or around hydrogen,8,Mechanical engineer - Equipment & piping,Production,PEM,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,9,Mechanical engineer - Reliability,Production,PEM,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,10,Process control engineer,Production,PEM,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,12,Production engineer,Production,PEM,Bachelor's Degree: Chemical or Mechanical Engineering
348,Safety when working with or around hydrogen,13,Control room operator,Production,PEM,"Typically an experienced plant operator. Multiple pathways to this career: • Diploma in petrochemistry, chemical processes, control room operator or power engineering technology • Class A, Class B refrigeration for liquification process"
348,Safety when working with or around hydrogen,14,Lab technician,Production,PEM,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
348,Safety when working with or around hydrogen,15,Maintenance planner,Production,PEM,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
348,Safety when working with or around hydrogen,16,Maintenance trade - Electrical,Production,PEM,Certificate of Qualification in Industrial Electrician • Registered apprentice
348,Safety when working with or around hydrogen,17,Maintenance trade - Instrumentation & control,Production,PEM,Certificate of Qualification in Instrumentation technician • Registered apprentice
348,Safety when working with or around hydrogen,18,Maintenance trade - Mechanical,Production,PEM,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
348,Safety when working with or around hydrogen,19,Production engineer,Production,SMR / ATR,Bachelor's Degree: Chemical or Mechanical Engineering
348,Safety when working with or around hydrogen,20,Plant manager,Production,PEM,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
348,Safety when working with or around hydrogen,21,Plant operator,Production,PEM,"Multiple pathways to this career: • Technology Diploma in petrochemistry, chemical processes or power engineering • Class A, Class B refrigeration for liquification process"
348,Safety when working with or around hydrogen,22,Automation & controls specialist,Production,SMR / ATR,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
348,Safety when working with or around hydrogen,23,Electrical & instrumentation engineer,Production,SMR / ATR,Bachelor's Degree: Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,24,Facility engineer,Production,SMR / ATR,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
348,Safety when working with or around hydrogen,25,Measurement specialist,Production,SMR / ATR,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
348,Safety when working with or around hydrogen,27,Mechanical engineer - Equipment & piping,Production,SMR / ATR,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,28,Mechanical engineer - Reliability,Production,SMR / ATR,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,30,Process engineer,Production,SMR / ATR,Bachelor's Degree: Chemical or Process Engineering
348,Safety when working with or around hydrogen,32,Control room operator,Production,SMR / ATR,Typically an experienced plant operator. Power Engineer or Stationary Engineer Certificate of Qualification
348,Safety when working with or around hydrogen,33,Lab technician,Production,SMR / ATR,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
348,Safety when working with or around hydrogen,34,Maintenance planner,Production,SMR / ATR,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
348,Safety when working with or around hydrogen,35,Maintenance trade - Electrical,Production,SMR / ATR,Certificate of Qualification in Industrial Electrician • Registered apprentice
348,Safety when working with or around hydrogen,36,Maintenance trade - Instrumentation & controls,Production,SMR / ATR,Certificate of Qualification in Instrumentation technician • Registered apprentice
348,Safety when working with or around hydrogen,37,Maintenance trade - Mechanical,Production,SMR / ATR,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
348,Safety when working with or around hydrogen,38,Control centre operator,Storage,Underground,"Technology certification in Chemical Engineering, Power Engineering, or Petrochemical Engineering Technology"
348,Safety when working with or around hydrogen,39,Plant manager,Production,SMR / ATR,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
348,Safety when working with or around hydrogen,40,Plant operator,Production,SMR / ATR,Power Engineer or Stationary Engineer Certificate of Qualification Many plants require a minimum 3rd Class certificate
348,Safety when working with or around hydrogen,72,Electrical & instrumentation engineer,Transport,Pipeline,Bachelor's Degree: Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,79,Measurement specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
348,Safety when working with or around hydrogen,91,Drilling & completion engineer,Storage,Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
348,Safety when working with or around hydrogen,92,Cavern engineer,Storage,Underground,"Bachelor's Degree: Chemical, Geological, Mechanical or Petroleum Engineering"
348,Safety when working with or around hydrogen,93,Geologist Geophysicist Geotechnical specialist,Storage,Underground,Bachelor's of Science Degree: Geology or Geophysics
348,Safety when working with or around hydrogen,96,Reservoir technologist,Storage,Underground,"Technologist Diploma: Chemical, Petroleum Engineering"
348,Safety when working with or around hydrogen,97,Service rig crew,Storage,Underground,"Leasehand is the entry level position on a service rig crew. Requirements include: • Legally eligible to work in Canada • At least 18 years of age • Possess a valid driver's license • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Must pass pre-employment drug and alcohol test With experience, Leasehands can progress through to: Floorhand, Derrickhand, Driller and Operator positions."
348,Safety when working with or around hydrogen,98,Well completions operators,Storage,Underground,Valid Class 1 or Class 3 Driver's licence and clean driver's abstract • Legally eligible to work in Canada • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Comfortable driving off- highway/off-road
348,Safety when working with or around hydrogen,99,Well completions supervisor,Storage,Underground,Experienced well completions operator Valid Class 1 or Class 3 Driver's licence and clean driver's abstract
348,Safety when working with or around hydrogen,100,Compression specialist,Storage,Underground,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
348,Safety when working with or around hydrogen,101,Maintenance trade - Electrical & Instrumentation,Storage,Underground,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering A valid driver's license + clean abstract
348,Safety when working with or around hydrogen,102,Maintenance trade - Mechanical,Storage,Underground,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering A valid driver's license + clean abstract
348,Safety when working with or around hydrogen,123,Measurement specialist,Upgrading,Ammonia,"Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering"
348,Safety when working with or around hydrogen,103,Measurement specialist,Storage,Underground,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
348,Safety when working with or around hydrogen,104,Automation & controls specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Technology Diploma: Instrumentation Engineering"
348,Safety when working with or around hydrogen,105,Compression specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
348,Safety when working with or around hydrogen,106,Corrosion specialist,Transport,Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Materials or Mechanical Engineering • Technologist Diploma: Materials Engineering, Mechanical Engineering A valid driver's license + clean abstract National Association of Corrosion Engineers (NACE) certification"
348,Safety when working with or around hydrogen,107,Pipeline engineer,Transport,Pipeline,"Bachelor's Degree: Chemical, Civil or Mechanical Engineering"
348,Safety when working with or around hydrogen,108,Pipeline integrity specialist,Transport,Pipeline,"Bachelor's Degree: Chemical, Materials, Metallurgical or Mechanical Engineering National Association of Corrosion Engineers (NACE) certification"
348,Safety when working with or around hydrogen,110,Control centre operator,Transport,Pipeline,"Technology certification in Chemical Engineering, Power Engineering, or Petrochemical Engineering Technology"
348,Safety when working with or around hydrogen,111,Pipeline scheduler,Transport,Pipeline,"Post-secondary training in business, commerce or or related discipline"
348,Safety when working with or around hydrogen,112,Truck driver - Hydrogen delivery,Transport,Truck,• Class 3 license as a minimum; Class AZ drivers license (ON) • Clean drivers abstract • Comfortable driving dangerous goods • Computer & smartphone skills
348,Safety when working with or around hydrogen,113,Pipeline technician- Electrical & instrumentation,Transport,Pipeline,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering A valid driver's license + clean abstract
348,Safety when working with or around hydrogen,114,Pipeline technician - Mechanical,Transport,Pipeline,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering A valid driver's license + clean abstract
348,Safety when working with or around hydrogen,122,Facility engineer,Upgrading,Ammonia,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
348,Safety when working with or around hydrogen,115,Station operator - Compression,Transport,Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering A valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,116,Cylinder technician,Transport,Truck,"Multiple pathways to this career: • Certificate of Qualification: Refrigeration and Air Conditioning, Heavy Duty or Instrumentation • Registered apprentice • Technology Diploma in Instrumentation engineering Valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,117,Heavy duty mechanic,Transport,Truck,Certificate of Qualification in Heavy Duty • Registered apprentice Valid driver's license + clean abstract
348,Safety when working with or around hydrogen,118,Logistics coordinator,Transport,Truck,Bachelor's Degree or Diploma in Business Supply chain or logistics designation
348,Safety when working with or around hydrogen,119,Tank tester/inspector,Transport,Truck,Certification from a training organization registered by Transport Canada to train tank testers and tank inspectors according to the requirements set out in the CSA B620 standard.
348,Safety when working with or around hydrogen,120,Automation & controls specialist,Upgrading,Ammonia,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
348,Safety when working with or around hydrogen,121,Electrical & instrumentation engineer,Upgrading,Ammonia,Bachelor's Degree: Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,124,Mechanical engineer - Equipment & piping,Upgrading,Ammonia,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,125,Mechanical engineer - Reliability,Upgrading,Ammonia,Bachelor's Degree: Mechanical Engineering
348,Safety when working with or around hydrogen,126,Process control engineer,Upgrading,Ammonia,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,127,Process engineer,Upgrading,Ammonia,Bachelor's Degree: Chemical or Process Engineering
348,Safety when working with or around hydrogen,129,Production engineer,Upgrading,Ammonia,Bachelor's Degree: Chemical or Mechanical Engineering
348,Safety when working with or around hydrogen,130,Control room operator,Upgrading,Ammonia,Typically an experienced plant operator. Power Engineer or Stationary Engineer Certificate of Qualification
348,Safety when working with or around hydrogen,131,Lab technician,Upgrading,Ammonia,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
348,Safety when working with or around hydrogen,132,Maintenance planner,Upgrading,Ammonia,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
348,Safety when working with or around hydrogen,133,Maintenance trade - Electrical,Upgrading,Ammonia,Certificate of Qualification in Industrial Electrician • Registered apprentice
348,Safety when working with or around hydrogen,134,Maintenance trade - Instrumentation technician,Upgrading,Ammonia,Certificate of Qualification in Instrumentation technician • Registered apprentice
348,Safety when working with or around hydrogen,135,Maintenance trade - Mechanical,Upgrading,Ammonia,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
348,Safety when working with or around hydrogen,136,Plant manager,Upgrading,Ammonia,"Likely to be an experienced worker with engineering, maintenance and/or operations experience."
348,Safety when working with or around hydrogen,137,Plant operator,Upgrading,Ammonia,Power Engineer or Stationary Engineer Certificate of Qualification
348,Safety when working with or around hydrogen,138,Dual fuel heavy duty mechanic,End Use,Transport,Certificate of Qualification in Heavy duty mechanic • Registered apprentice Additional certifications are assets: • Truck & Transport certification • Commercial Vehicle Inspection Program (CVIP) license Training on retrofitting diesel vehicles with hydrogen dual fuel kits and ongoing maintenance • Gasfitter may be required to converting vehicles to hydrogen dual fuel system
348,Safety when working with or around hydrogen,139,Fleet manager,End Use,Transport,"Multiple pathways to this career: • Certificate of Qualification in Heavy duty mechanic • Service manager with experience in overseeing a preventative and repair program • Experience with asset management • Supply chain or logistics designation Valid driver's license, + clean abstract Experience in transportation or logistics"
348,Safety when working with or around hydrogen,140,Fuel cell electric vehicle (FCEV) technician,End Use,Transport,"Certificate of Qualification in Heavy duty mechanic augmented with training on: •Fuel Cell Stack •Electric Traction Motor •DC/DC Converter •Hydrogen Fuel tank •Thermal system cooling •Battery Electrical Technician training is an asset Experience with Codes, Standards and compliance issues of electrical systems in road vehicles Experience with ISO6469-3, LV123 or other electric road vehicle safety standards"
348,Safety when working with or around hydrogen,141,Locomotive engineer,End Use,Transport,Locomotive engineers are typically promoted from the Conductor ranks. Conductor training offered by select group of institutions across Canada or internal company training
348,Safety when working with or around hydrogen,142,Mechanical engineer - Equipment & piping,End Use,Fueling Station,Bachelor's degree in Mechanical Engineering
348,Safety when working with or around hydrogen,143,Locomotive mechanic (shop and field),End Use,Transport,"Certificate of Qualification: Heavy Duty Mechanic, Electrician, Automotive Technician • Registered apprentice Mix of mechanical and electrical experience is an asset"
348,Safety when working with or around hydrogen,144,Transportation solutions advisor,End Use,Transport,"Bachelor's Degree: Chemical, Mechanical Engineering"
348,Safety when working with or around hydrogen,145,Transit operator,End Use,Transport,• Class 2 or 4 Driver’s license • Class C or F (ON) • Valid air brake endorsement • Clean abstract
348,Safety when working with or around hydrogen,146,"Truck drivers – Class 1 & 3 Transport, freight, delivery/courier",End Use,Transport,• Class 1 or 3 Driver’s licence • Class AZ drivers license (ON) • Valid air brake endorsement • Clean abstract • Computer & smartphone skills
348,Safety when working with or around hydrogen,147,Automation & controls specialist,End Use,Fueling Station,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering. • Journeyman Instrument Technician • Instrumentation Engineering Technology diploma"
348,Safety when working with or around hydrogen,148,Electrical & instrumentation engineer,End Use,Fueling Station,Bachelor's Degree: Electrical & instrumentation Engineering
348,Safety when working with or around hydrogen,149,Mechanical engineer - Compression,End Use,Fueling Station,Bachelor's degree in Mechanical Engineering
348,Safety when working with or around hydrogen,150,Mechanical engineer - Reliability,End Use,Fueling Station,Bachelor's degree in Mechanical Engineering
348,Safety when working with or around hydrogen,151,Process control engineer,End Use,Fueling Station,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
348,Safety when working with or around hydrogen,152,Process engineer,End Use,Fueling Station,Bachelor's degree: Chemical or Mechanical Engineering
348,Safety when working with or around hydrogen,154,Product engineer,End Use,Fueling Station,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering"
348,Safety when working with or around hydrogen,155,Quality engineer,End Use,Fueling Station,"Multiple pathways to this career: •Bachelor's degree in Mechanical or Industrial Engineering •Engineer technology diploma in Mechanical, Industrial or Chemical + experience QA/QC Certifications"
348,Safety when working with or around hydrogen,156,Fueling station technician,End Use,Fueling Station,Post-secondary training as a Mechanical or Compression technician
348,Safety when working with or around hydrogen,157,Logistics coordinator,End Use,Fueling Station,Bachelor's Degree or Diploma in Business Supply chain or logistics designation
348,Safety when working with or around hydrogen,158,Maintenance technician - Compression,End Use,Fueling Station,"Multiple pathways to this career: • Journey certification: Electrical, Industrial Mechanic (Millwright) or Instrumentation Technician • Registered apprentice • Technologist Diploma: Aerospace, Instrumentation or Mechanical Engineering Technologist Valid driver's licence + clean abstract"
348,Safety when working with or around hydrogen,159,Maintenance technician - Electrical & mechanical,End Use,Fueling Station,"Multiple pathways to this career: • Journey certification: Aircraft Mechanic, Electrical, Gasfitter (Class A or B), Industrial Mechanic (Millwright) or Instrumentation Technician • Registered apprentice • Technologist Diploma: Aerospace, Instrumentation or Mechanical Engineering Technologist Experience with welding and brazing an asset Valid driver's licence + clean abstract"
348,Safety when working with or around hydrogen,160,Truck Driver - Hydrogen fuel delivery,End Use,Fueling Station,• Class 3 license as a minimum; Class AZ drivers license (ON) • Clean drivers abstract • Comfortable driving dangerous goods • Computer & smartphone skills
348,Safety when working with or around hydrogen,161,Asset performance manager,End Use,Heating,Bachelor's degree in Mechanical Engineering
348,Safety when working with or around hydrogen,162,Hydrogen integration specialist,End Use,Heating,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen"
348,Safety when working with or around hydrogen,163,Gas fuser,End Use,Heating,• Valid driver's license + clean abstract • Valid gas fusing ticket or willing to obtain it • Ground Disturbance Level 2 • Construction Safety Training System training
348,Safety when working with or around hydrogen,164,"Gasfitter (also known as: Gas technician, Customer service technician, Gas Servicer)",End Use,Heating,"Certification of Qualification: Gasfitter • Registered apprentice There are two types : • Gasfitter 1st Class: works on all equipment • Gasfitter 2nd Class: works on equipment with less than 400,000 BTUs (British thermal units) Valid driver's license + clean abstract Welding experience/credentials are considered an asset"
348,Safety when working with or around hydrogen,165,"HVAC technician (also known as: Refrigeration and Air Conditioning Mechanic, HVAC-R technician)",End Use,Heating,Certification of Qualification: Refrigeration and Air Conditioning Mechanic • Registered apprentice Valid driver's license + clean abstract
348,Safety when working with or around hydrogen,166,Automation & controls specialist,End Use,Power Generation,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
348,Safety when working with or around hydrogen,167,Utility inspector,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
348,Safety when working with or around hydrogen,168,Utility operator,End Use,Heating,Grade 12 Diploma or G.E.D. Valid driver's licence + clean abstract Natural gas utility operator certification or some Canadian utility companies will hire labourers and move them into trainee operator positions with their in-house training and progression program
